Query Number	Algorithm	SolutionNumber	Size	Distance
3	MoeSQLmosa	17	7	[1.7976931348623156E306, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 2.0, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 2.0, 4.0, 1.7976931348623156E306, 1.7976931348623156E306, 2.0, 1.0, 1.7976931348623156E306, 2.0, 4.0, 1.7976931348623156E306, 1.7976931348623156E306, 2.0, 1.0]
3	MoeSQLmosa	18	7	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306, 2.0, 1.7976931348623156E306, 1.7976931348623156E306, 2.0, 1.7976931348623156E306, 2.0, 4.0, 1.7976931348623156E306, 1.7976931348623156E306, 2.0, 1.0, 1.7976931348623156E306, 2.0, 4.0, 1.7976931348623156E306, 1.7976931348623156E306, 2.0, 1.0]
3	MoeSQLmosa	19	7	[1.7976931348623156E306, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 2.0, 2.0, 3.0, 0.0, 2.0, 3.0, 2.0, 5.0, 2.0, 4.0, 1.0, 0.0, 0.0, 1.0, 1.7976931348623156E306, 2.0, 4.0, 1.7976931348623156E306, 1.7976931348623156E306, 2.0, 1.0]
3	MoeSQLmosa	20	6	[11.941176470588236, 6.944444444444445, 1.0, 12.941176470588236, 12.941176470588236, 11.941176470588236, 12.941176470588236, 0.0, 6.944444444444445, 6.944444444444445, 0.0, 6.944444444444445, 6.944444444444445, 2.0, 6.944444444444445, 4.0, 0.0, 6.944444444444445, 6.944444444444445, 2.0, 1.0, 6.944444444444445, 1.0, 3.0, 6.944444444444445, 6.944444444444445, 0.0, 1.0]
3	MoeSQLmosa	21	6	[1.7976931348623156E306, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 1.0, 0.0, 0.0, 1.7976931348623156E306, 2.0, 4.0, 1.7976931348623156E306, 1.7976931348623156E306, 2.0, 1.0, 1.7976931348623156E306, 2.0, 4.0, 1.7976931348623156E306, 1.7976931348623156E306, 2.0, 1.0]
3	MoeSQLmosa	22	6	[1.7976931348623156E306, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 5.0, 2.0, 4.0, 3.0, 4.0, 2.0, 1.0, 5.0, 2.0, 4.0, 1.0, 0.0, 0.0, 1.0]
3	MOTGA	0	7	[6.9411764705882355, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 2.0, 2.0, 3.0, 0.0, 0.0, 1.0, 0.0, 6.9411764705882355, 2.0, 4.0, 6.9411764705882355, 6.9411764705882355, 2.0, 1.0, 6.9411764705882355, 2.0, 4.0, 6.9411764705882355, 6.9411764705882355, 2.0, 1.0]
3	MOTGA	1	7	[3.595386269724631E306, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 2.0, 2.0, 3.0, 0.0, 2.0, 3.0, 0.0, 5.0, 2.0, 4.0, 3.0, 4.0, 2.0, 1.0, 0.0, 2.0, 2.0, 3.595386269724631E306, 3.595386269724631E306, 0.0, 1.0]
3	MOTGA	2	10	[1.0, 0.0, 1.0, 0.0, 1.0, 2.0, 3.0, 2.0, 0.0, 0.0, 0.0, 10.0, 11.0, 0.0, 13.0, 2.0, 4.0, 11.0, 12.0, 2.0, 1.0, 13.0, 2.0, 4.0, 11.0, 12.0, 2.0, 1.0]
3	MOTGA	3	7	[6.944444444444445, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 6.944444444444445, 6.944444444444445, 2.0, 6.944444444444445, 6.944444444444445, 0.0, 6.944444444444445, 2.0, 4.0, 6.944444444444445, 6.944444444444445, 2.0, 1.0, 6.944444444444445, 2.0, 4.0, 6.944444444444445, 6.944444444444445, 2.0, 1.0]
3	MOTGA	4	9	[8.0, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 0.0, 2.0, 3.0, 0.0, 2.0, 3.0, 0.0, 0.0, 19.868863438483693, 4.0, 8.0, 8.0, 0.0, 0.0, 8.0, 2.0, 4.0, 8.0, 8.0, 2.0, 1.0]
3	MOTGA	5	15	[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 2.0, 3.0, 0.0, 1.0, 0.0, 0.0, 5.0, 2.0, 8.0, 0.0, 0.0, 2.0, 0.0, 5.0, 2.0, 0.0, 3.0, 4.0, 2.0, 1.0]
3	MOTGA	6	10	[0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 2.0, 2.0, 3.0, 0.0, 2.0, 3.0, 2.0, 5.0, 2.0, 0.0, 3.0, 4.0, 2.0, 1.0, 5.0, 2.0, 8.0, 0.0, 0.0, 2.0, 1.0]
4	MoeSQLmosa	0	2	[0.0, 0.0, 1.0, 1.0, 1.0]
4	MoeSQLmosa	1	1	[8.0, 9.0, 9.0, 0.0, 1.0]
4	MoeSQLmosa	2	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
4	MoeSQLmosa	3	1	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 1.7976931348623156E306]
